InvoiceNo,StockCode,Description,UnitPrice,Quantity,TotalSale,PriceTier,QuantityTier,SaleTier,TotalItemsPerOrder,CustomerID,Country,FullInvoiceDate,InvoiceDay,InvoiceMonth,InvoiceYear,Weekday,InvoiceHour,Season,HolidayFlag,RepeatCustomer
C537602,21622,VINTAGE UNION JACK CUSHION COVER,4.95,-1,-4.95,Low,Low,Very Low,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537602,22065,CHRISTMAS PUDDING TRINKET POT ,1.25,-1,-1.25,Low,Low,Very Low,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537602,22061,LARGE CAKE STAND  HANGING STRAWBERY,8.5,-1,-8.5,Medium,Low,Low,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537602,22654,DELUXE SEWING KIT ,4.95,-1,-4.95,Low,Low,Very Low,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537602,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.55,-1,-2.55,Low,Low,Very Low,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537602,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2.95,-1,-2.95,Low,Low,Very Low,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537602,22197,SMALL POPCORN HOLDER,0.72,-1,-0.72,Very Low,Low,Very Low,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537602,22659,LUNCH BOX I LOVE LONDON,1.65,-4,-6.6,Low,Low,Low,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537602,22169,FAMILY ALBUM WHITE PICTURE FRAME,7.65,-1,-7.65,Medium,Low,Low,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537602,21843,RED RETROSPOT CAKE STAND,9.95,-1,-9.95,Medium,Low,Low,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537602,22423,REGENCY CAKESTAND 3 TIER,10.95,-2,-21.9,Medium,Low,Medium,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537602,84050,PINK HEART SHAPE EGG FRYING PAN,1.25,-1,-1.25,Low,Low,Very Low,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537602,22198,LARGE POPCORN HOLDER ,1.45,-1,-1.45,Low,Low,Very Low,-18,17511,United Kingdom,12/7/2010,7,December,2010,Tuesday,12,Winter,TRUE,TRUE
C537611,22865,HAND WARMER OWL DESIGN,2.1,-36,-75.6,Low,High,Medium,-36,17675,United Kingdom,12/7/2010,7,December,2010,Tuesday,13,Winter,TRUE,TRUE
C537656,21258,VICTORIAN SEWING BOX LARGE,10.95,-12,-131.4,Medium,Medium,High,-12,15100,United Kingdom,12/7/2010,7,December,2010,Tuesday,16,Winter,TRUE,TRUE
C537677,21166,COOK WITH WINE METAL SIGN ,1.95,-1,-1.95,Low,Low,Very Low,-1,14796,United Kingdom,12/8/2010,8,December,2010,Wednesday,9,Winter,TRUE,TRUE
C537684,22301,COFFEE MUG CAT + BIRD DESIGN,2.55,-1,-2.55,Low,Low,Very Low,-2,14901,United Kingdom,12/8/2010,8,December,2010,Wednesday,10,Winter,TRUE,FALSE
C537684,22730,ALARM CLOCK BAKELIKE IVORY,3.75,-1,-3.75,Low,Low,Very Low,-2,14901,United Kingdom,12/8/2010,8,December,2010,Wednesday,10,Winter,TRUE,FALSE
C537746,22156,HEART DECORATION WITH PEARLS ,0.85,-1,-0.85,Very Low,Low,Very Low,-3,15021,United Kingdom,12/8/2010,8,December,2010,Wednesday,11,Winter,TRUE,TRUE
C537746,21558,SKULL LUNCH BOX WITH CUTLERY ,2.55,-1,-2.55,Low,Low,Very Low,-3,15021,United Kingdom,12/8/2010,8,December,2010,Wednesday,11,Winter,TRUE,TRUE
C537746,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,3.25,-1,-3.25,Low,Low,Very Low,-3,15021,United Kingdom,12/8/2010,8,December,2010,Wednesday,11,Winter,TRUE,TRUE
C537756,21914,BLUE HARMONICA IN BOX ,1.25,-24,-30,Low,High,Medium,-36,14952,United Kingdom,12/8/2010,8,December,2010,Wednesday,11,Winter,TRUE,TRUE
C537756,84949,SILVER HANGING T-LIGHT HOLDER,1.65,-8,-13.2,Low,Medium,Low,-36,14952,United Kingdom,12/8/2010,8,December,2010,Wednesday,11,Winter,TRUE,TRUE
C537756,21275,ZINC TOP  2 DOOR WOODEN SHELF ,14.95,-4,-59.8,Medium,Low,Medium,-36,14952,United Kingdom,12/8/2010,8,December,2010,Wednesday,11,Winter,TRUE,TRUE
C537763,85068,CREAM SWEETHEART SHELF + HOOKS,7.95,-1,-7.95,Medium,Low,Low,-1,16713,United Kingdom,12/8/2010,8,December,2010,Wednesday,12,Winter,TRUE,TRUE
C537788,90062,CARNIVAL BRACELET,12.75,-1,-12.75,Medium,Low,Low,-2,15916,United Kingdom,12/8/2010,8,December,2010,Wednesday,12,Winter,TRUE,TRUE
C537788,16202E,BLACK PHOTO ALBUM ,5.55,-1,-5.55,Medium,Low,Low,-2,15916,United Kingdom,12/8/2010,8,December,2010,Wednesday,12,Winter,TRUE,TRUE
C537797,22501,PICNIC BASKET WICKER LARGE,8.5,-1,-8.5,Medium,Low,Low,-4,13113,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537797,22423,REGENCY CAKESTAND 3 TIER,10.95,-2,-21.9,Medium,Low,Medium,-4,13113,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537797,22469,HEART OF WICKER SMALL,1.45,-1,-1.45,Low,Low,Very Low,-4,13113,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537798,22357,KINGS CHOICE BISCUIT TIN,4.25,-1,-4.25,Low,Low,Very Low,-1,16553,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537805,35004C,SET OF 3 COLOURED  FLYING DUCKS,4.65,-1,-4.65,Low,Low,Very Low,-15,15311,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537805,40001,WHITE BAMBOO RIBS LAMPSHADE,0.64,-2,-1.28,Very Low,Low,Very Low,-15,15311,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537805,85047,WHITE BEADED GARLAND STRING 20LIGHT,5.55,-1,-5.55,Medium,Low,Low,-15,15311,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537805,22719,GUMBALL MONOCHROME COAT RACK,1.06,-3,-3.18,Low,Low,Very Low,-15,15311,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537805,20798,CLEAR MILKSHAKE GLASS,1.65,-4,-6.6,Low,Low,Low,-15,15311,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537805,22198,LARGE POPCORN HOLDER ,1.45,-1,-1.45,Low,Low,Very Low,-15,15311,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537805,22197,SMALL POPCORN HOLDER,0.72,-1,-0.72,Very Low,Low,Very Low,-15,15311,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537805,20829,GLITTER HANGING BUTTERFLY STRING,2.1,-1,-2.1,Low,Low,Very Low,-15,15311,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537805,22571,ROCKING HORSE RED CHRISTMAS ,0.85,-1,-0.85,Very Low,Low,Very Low,-15,15311,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537807,84949,SILVER HANGING T-LIGHT HOLDER,1.65,-5,-8.25,Low,Medium,Low,-15,13495,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,FALSE
C537807,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4.95,-3,-14.85,Low,Low,Low,-15,13495,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,FALSE
C537807,21143,ANTIQUE GLASS HEART DECORATION ,1.95,-1,-1.95,Low,Low,Very Low,-15,13495,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,FALSE
C537807,21812,GARLAND WITH HEARTS AND BELLS,4.95,-6,-29.7,Low,Medium,Medium,-15,13495,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,FALSE
C537812,21843,RED RETROSPOT CAKE STAND,9.95,-10,-99.5,Medium,Medium,Medium,-20,14299,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537812,22423,REGENCY CAKESTAND 3 TIER,10.95,-10,-109.5,Medium,Medium,High,-20,14299,United Kingdom,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537814,20703,BLUE PADDED SOFT MOBILE,4.25,-3,-12.75,Low,Low,Low,-3,12712,Germany,12/8/2010,8,December,2010,Wednesday,13,Winter,TRUE,TRUE
C537820,22627,MINT KITCHEN SCALES,8.5,-1,-8.5,Medium,Low,Low,-1,16016,United Kingdom,12/8/2010,8,December,2010,Wednesday,14,Winter,TRUE,TRUE
C537821,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,6.95,-3,-20.85,Medium,Low,Medium,-3,18193,United Kingdom,12/8/2010,8,December,2010,Wednesday,14,Winter,TRUE,TRUE
C537824,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,9.95,-1,-9.95,Medium,Low,Low,-2,12870,United Kingdom,12/8/2010,8,December,2010,Wednesday,14,Winter,TRUE,FALSE
C537824,22784,LANTERN CREAM GAZEBO ,4.95,-1,-4.95,Low,Low,Very Low,-2,12870,United Kingdom,12/8/2010,8,December,2010,Wednesday,14,Winter,TRUE,FALSE
C537832,22073,RED RETROSPOT STORAGE JAR,3.75,-2,-7.5,Low,Low,Low,-8,16858,United Kingdom,12/8/2010,8,December,2010,Wednesday,14,Winter,TRUE,FALSE
C537832,21531,RED RETROSPOT SUGAR JAM BOWL,2.1,-4,-8.4,Low,Low,Low,-8,16858,United Kingdom,12/8/2010,8,December,2010,Wednesday,14,Winter,TRUE,FALSE
C537832,21527,RED RETROSPOT TRADITIONAL TEAPOT ,6.95,-2,-13.9,Medium,Low,Low,-8,16858,United Kingdom,12/8/2010,8,December,2010,Wednesday,14,Winter,TRUE,FALSE
C537834,22697,GREEN REGENCY TEACUP AND SAUCER,2.95,-1,-2.95,Low,Low,Very Low,-5,13267,United Kingdom,12/8/2010,8,December,2010,Wednesday,14,Winter,TRUE,TRUE
C537834,21314,SMALL GLASS HEART TRINKET POT,2.1,-1,-2.1,Low,Low,Very Low,-5,13267,United Kingdom,12/8/2010,8,December,2010,Wednesday,14,Winter,TRUE,TRUE
C537834,22798,ANTIQUE GLASS DRESSING TABLE POT,2.95,-3,-8.85,Low,Low,Low,-5,13267,United Kingdom,12/8/2010,8,December,2010,Wednesday,14,Winter,TRUE,TRUE
C537835,22138,BAKING SET 9 PIECE RETROSPOT ,4.95,-3,-14.85,Low,Low,Low,-3,14618,United Kingdom,12/8/2010,8,December,2010,Wednesday,14,Winter,TRUE,FALSE
C537838,22299,PIG KEYRING WITH LIGHT & SOUND ,1.25,-4,-5,Low,Low,Very Low,-4,13115,United Kingdom,12/8/2010,8,December,2010,Wednesday,15,Winter,TRUE,TRUE
C537853,79000,MOROCCAN TEA GLASS,0.85,-1,-0.85,Very Low,Low,Very Low,-7,13370,United Kingdom,12/8/2010,8,December,2010,Wednesday,15,Winter,TRUE,FALSE
C537853,22940,FELTCRAFT CHRISTMAS FAIRY,4.25,-1,-4.25,Low,Low,Very Low,-7,13370,United Kingdom,12/8/2010,8,December,2010,Wednesday,15,Winter,TRUE,FALSE
C537853,22169,FAMILY ALBUM WHITE PICTURE FRAME,8.5,-2,-17,Medium,Low,Low,-7,13370,United Kingdom,12/8/2010,8,December,2010,Wednesday,15,Winter,TRUE,FALSE
C537853,22697,GREEN REGENCY TEACUP AND SAUCER,2.95,-1,-2.95,Low,Low,Very Low,-7,13370,United Kingdom,12/8/2010,8,December,2010,Wednesday,15,Winter,TRUE,FALSE
C537853,22960,JAM MAKING SET WITH JARS,4.25,-2,-8.5,Low,Low,Low,-7,13370,United Kingdom,12/8/2010,8,December,2010,Wednesday,15,Winter,TRUE,FALSE
C537856,37370,RETRO COFFEE MUGS ASSORTED,1.25,-2,-2.5,Low,Low,Very Low,-3,14388,United Kingdom,12/8/2010,8,December,2010,Wednesday,15,Winter,TRUE,TRUE
C537856,21843,RED RETROSPOT CAKE STAND,10.95,-1,-10.95,Medium,Low,Low,-3,14388,United Kingdom,12/8/2010,8,December,2010,Wednesday,15,Winter,TRUE,TRUE
C537857,D,Discount,267.12,-1,-267.12,Very High,Low,High,-1,17340,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,TRUE
C537860,84406B,CREAM CUPID HEARTS COAT HANGER,3.25,-8,-26,Low,Medium,Medium,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,22295,HEART FILIGREE DOVE LARGE,1.65,-12,-19.8,Low,Medium,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,22193,RED DINER WALL CLOCK,8.5,-2,-17,Medium,Low,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,22180,RETROSPOT LAMP,9.95,-1,-9.95,Medium,Low,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,21624,VINTAGE UNION JACK DOORSTOP,5.95,-3,-17.85,Medium,Low,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,21485,RETROSPOT HEART HOT WATER BOTTLE,4.95,-3,-14.85,Low,Low,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,20897,VINTAGE NOTEBOOK PARIS DAYS,2.95,-6,-17.7,Low,Medium,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,37370,RETRO COFFEE MUGS ASSORTED,1.25,-12,-15,Low,Medium,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,22049,WRAP CHRISTMAS SCREEN PRINT,0.42,-25,-10.5,Very Low,High,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,21888,BINGO SET,3.75,-4,-15,Low,Low,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,21240,BLUE POLKADOT CUP,0.85,-8,-6.8,Very Low,Medium,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,21066,VINTAGE RED MUG,1.25,-12,-15,Low,Medium,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,20675,BLUE POLKADOT BOWL,1.25,-8,-10,Low,Medium,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,22192,BLUE DINER WALL CLOCK,8.5,-2,-17,Medium,Low,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,21244,BLUE POLKADOT PLATE ,1.69,-8,-13.52,Low,Medium,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,21242,RED RETROSPOT PLATE ,1.69,-8,-13.52,Low,Medium,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,20676,RED RETROSPOT BOWL,1.25,-8,-10,Low,Medium,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,79066K,RETRO MOD TRAY,0.85,-10,-8.5,Very Low,Medium,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,22637,PIGGY BANK RETROSPOT ,2.55,-6,-15.3,Low,Medium,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,22508,DOORSTOP RETROSPOT HEART,3.75,-4,-15,Low,Low,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537860,21238,RED RETROSPOT CUP,0.85,-8,-6.8,Very Low,Medium,Low,-158,16252,United Kingdom,12/8/2010,8,December,2010,Wednesday,16,Winter,TRUE,FALSE
C537893,22450,SILK PURSE BABUSHKA BLUE,3.35,-1,-3.35,Low,Low,Very Low,-5,12721,France,12/9/2010,9,December,2010,Thursday,10,Winter,TRUE,FALSE
C537893,22634,CHILDS BREAKFAST SET SPACEBOY ,9.95,-2,-19.9,Medium,Low,Low,-5,12721,France,12/9/2010,9,December,2010,Thursday,10,Winter,TRUE,FALSE
C537893,22630,DOLLY GIRL LUNCH BOX,1.95,-2,-3.9,Low,Low,Very Low,-5,12721,France,12/9/2010,9,December,2010,Thursday,10,Winter,TRUE,FALSE
C537998,22727,ALARM CLOCK BAKELIKE RED ,3.75,-4,-15,Low,Low,Low,-8,17411,United Kingdom,12/9/2010,9,December,2010,Thursday,11,Winter,TRUE,FALSE
C537998,22725,ALARM CLOCK BAKELIKE CHOCOLATE,3.75,-4,-15,Low,Low,Low,-8,17411,United Kingdom,12/9/2010,9,December,2010,Thursday,11,Winter,TRUE,FALSE
C538052,22138,BAKING SET 9 PIECE RETROSPOT ,4.95,-1,-4.95,Low,Low,Very Low,-1,15181,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1.25,-12,-15,Low,Medium,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,21535,RED RETROSPOT SMALL MILK JUG,2.55,-6,-15.3,Low,Medium,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2.95,-6,-17.7,Low,Medium,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,84378,SET OF 3 HEART COOKIE CUTTERS,1.25,-12,-15,Low,Medium,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,48188,DOORMAT WELCOME PUPPIES,7.95,-2,-15.9,Medium,Low,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,22697,GREEN REGENCY TEACUP AND SAUCER,2.95,-6,-17.7,Low,Medium,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,48187,DOORMAT NEW ENGLAND,7.95,-2,-15.9,Medium,Low,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,22727,ALARM CLOCK BAKELIKE RED ,3.75,-4,-15,Low,Low,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,22699,ROSES REGENCY TEACUP AND SAUCER ,2.95,-6,-17.7,Low,Medium,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,22698,PINK REGENCY TEACUP AND SAUCER,2.95,-6,-17.7,Low,Medium,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,21975,PACK OF 60 DINOSAUR CAKE CASES,0.55,-24,-13.2,Very Low,High,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,21533,RETROSPOT LARGE MILK JUG,4.95,-3,-14.85,Low,Low,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,21217,RED RETROSPOT ROUND CAKE TINS,9.95,-3,-29.85,Medium,Low,Medium,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538059,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1.45,-12,-17.4,Low,Medium,Low,-104,14205,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538062,22139,RETROSPOT TEA SET CERAMIC 11 PC ,4.25,-14,-59.5,Low,Medium,Medium,-23,17702,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538062,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1.65,-4,-6.6,Low,Low,Low,-23,17702,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538062,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,3.75,-1,-3.75,Low,Low,Very Low,-23,17702,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538062,22168,ORGANISER WOOD ANTIQUE WHITE ,8.5,-2,-17,Medium,Low,Low,-23,17702,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538062,20973,12 PENCIL SMALL TUBE WOODLAND,0.65,-2,-1.3,Very Low,Low,Very Low,-23,17702,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538066,22083,PAPER CHAIN KIT RETROSPOT,2.95,-1,-2.95,Low,Low,Very Low,-1,15738,United Kingdom,12/9/2010,9,December,2010,Thursday,13,Winter,TRUE,TRUE
C538075,21284,RETROSPOT CANDLE  SMALL,1.69,-12,-20.28,Low,Medium,Medium,-12,13021,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,TRUE
C538081,22630,DOLLY GIRL LUNCH BOX,1.95,-33,-64.35,Low,High,Medium,-33,16898,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,FALSE
C538082,21864,UNION JACK FLAG PASSPORT COVER ,2.1,-20,-42,Low,Medium,Medium,-20,13777,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,TRUE
C538083,85099B,JUMBO BAG RED RETROSPOT,1.95,-3,-5.85,Low,Low,Low,-7,15750,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,FALSE
C538083,22633,HAND WARMER UNION JACK,2.1,-4,-8.4,Low,Low,Low,-7,15750,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,FALSE
C538084,22860,EASTER TIN CHICKS PINK DAISY,1.65,-6,-9.9,Low,Medium,Low,-12,12649,Germany,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,FALSE
C538084,22859,EASTER TIN BUNNY BOUQUET,1.65,-6,-9.9,Low,Medium,Low,-12,12649,Germany,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,FALSE
C538085,82486,WOOD S/3 CABINET ANT WHITE FINISH,7.95,-1,-7.95,Medium,Low,Low,-3,16350,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,FALSE
C538085,21314,SMALL GLASS HEART TRINKET POT,2.1,-1,-2.1,Low,Low,Very Low,-3,16350,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,FALSE
C538085,82483,WOOD 2 DRAWER CABINET WHITE FINISH,5.95,-1,-5.95,Medium,Low,Low,-3,16350,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,FALSE
C538088,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,0.85,-24,-20.4,Very Low,High,Medium,-24,14766,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,TRUE
C538089,21906,PHARMACIE FIRST AID TIN,6.75,-1,-6.75,Medium,Low,Low,-1,18230,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,TRUE
C538091,35400,WOODEN BOX ADVENT CALENDAR ,8.95,-2,-17.9,Medium,Low,Low,-2,16499,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,TRUE
C538098,22168,ORGANISER WOOD ANTIQUE WHITE ,8.5,-1,-8.5,Medium,Low,Low,-1,14441,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,TRUE
C538099,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4.25,-1,-4.25,Low,Low,Very Low,-4,15279,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,FALSE
C538099,22457,NATURAL SLATE HEART CHALKBOARD ,2.95,-3,-8.85,Low,Low,Low,-4,15279,United Kingdom,12/9/2010,9,December,2010,Thursday,14,Winter,TRUE,FALSE
C538100,84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,2.55,-12,-30.6,Low,Medium,Medium,-12,16579,United Kingdom,12/9/2010,9,December,2010,Thursday,15,Winter,TRUE,FALSE
C538102,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4.65,-2,-9.3,Low,Low,Low,-2,14047,United Kingdom,12/9/2010,9,December,2010,Thursday,15,Winter,TRUE,TRUE
C538103,22941,CHRISTMAS LIGHTS 10 REINDEER,8.5,-2,-17,Medium,Low,Low,-2,17442,United Kingdom,12/9/2010,9,December,2010,Thursday,15,Winter,TRUE,TRUE
C538105,79163,BLACK CHAMPAGNE GLASS,1.65,-1,-1.65,Low,Low,Very Low,-2,16781,United Kingdom,12/9/2010,9,December,2010,Thursday,15,Winter,TRUE,FALSE
C538105,21781,MA CAMPAGNE CUTLERY BOX,14.95,-1,-14.95,Medium,Low,Low,-2,16781,United Kingdom,12/9/2010,9,December,2010,Thursday,15,Winter,TRUE,FALSE
C538109,22780,LIGHT GARLAND BUTTERFILES PINK,4.25,-4,-17,Low,Low,Low,-5,16042,United Kingdom,12/9/2010,9,December,2010,Thursday,15,Winter,TRUE,TRUE
C538109,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,7.95,-1,-7.95,Medium,Low,Low,-5,16042,United Kingdom,12/9/2010,9,December,2010,Thursday,15,Winter,TRUE,TRUE
C538110,21232,STRAWBERRY CERAMIC TRINKET BOX,1.06,-144,-152.64,Low,Very High,High,-144,17307,United Kingdom,12/9/2010,9,December,2010,Thursday,15,Winter,TRUE,FALSE
C538111,21830,ASSORTED CREEPY CRAWLIES,0.42,-24,-10.08,Very Low,High,Low,-24,17950,United Kingdom,12/9/2010,9,December,2010,Thursday,15,Winter,TRUE,FALSE
C538112,22072,RED RETROSPOT TEA CUP AND SAUCER ,3.75,-1,-3.75,Low,Low,Very Low,-4,14898,United Kingdom,12/9/2010,9,December,2010,Thursday,15,Winter,TRUE,TRUE
C538112,21777,RECIPE BOX WITH METAL HEART,7.95,-3,-23.85,Medium,Low,Medium,-4,14898,United Kingdom,12/9/2010,9,December,2010,Thursday,15,Winter,TRUE,TRUE
